key,indicator,label,ALB,BIH_STATE,BIH_RS,BIH_FBIH,KOS,MNE,MKD,SRB
INVESTMENT_I08,INVESTMENT_QL08,The duration of financial and technical supports takes into account the maturity of the market. ,NO,NO,NO,NO,YES,NO,NO,YES
INVESTMENT_I08,INVESTMENT_QL08,The results of the cost-benefit analysis are publicly available.    ,NO,NO,NO,NO,YES,NO,YES,YES
INVESTMENT_I08,INVESTMENT_QL08,Financial or technical supports for sustainable investment are adjusted based on monitoring and evaluation results. ,NO,NO,NO,NO,NO,NO,NO,NO
INVESTMENT_I08,INVESTMENT_QL08,"Renewal of technical and financial supports is possible after appropriate scrutiny and parliamentary oversight, ",NO,NO,NO,NO,NO,NO,NO,NO
INVESTMENT_I08,INVESTMENT_QL08,Supports have been subject to independent impact assessments. ,NO,NO,NO,NO,NO,NO,NO,YES
INVESTMENT_I08,INVESTMENT_QL08,"Financial and technical supports for sustainable investment are transparent and subject to regular reviews, monitoring and evaluation. ",NO,NO,NO,NO,YES,NO,YES,YES
TRADE_I01,TRADE_QL01,There is one dedicated Ministry in charge of overseeing trade policy formulation. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I01,TRADE_QL01,The Ministry in charge of trade holds consultations on trade policy with only a few of the relevant ministries or agencies. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I01,TRADE_QL01,There is a formal inter-ministerial consultation mechanism in place for trade policy formulation. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I01,TRADE_QL01,Inter-ministerial consultations are conducted at all stages of policymaking. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I01,TRADE_QL01,The results of inter-ministerial consultations are translated into future policy initiatives. ,NO,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,NO,YES
TRADE_I01,TRADE_QL01,Stakeholders’ consultations are conducted at all stages of policymaking. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I01,TRADE_QL01,Trade policy is designed to have concrete goals to improve trade performance. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I01,TRADE_QL01,The coordination mechanism for trade policy formulation is consistently monitored and evaluated. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I01,TRADE_QL01,The evaluation results are considered in future policy design.   ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,NO,YES
TRADE_I01,TRADE_QL01,Trade policy considers environmental objectives aligned with relevant national environmental targets. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,NO
TRADE_I01,TRADE_QL01,Relevant ministries participate in exchanges of good practices on integrating environmental objectives into trade policy through international bodies.,YES,NO,NOT_AVAILABLE,NOT_AVAILABLE,NO,YES,YES,YES
TRADE_I01,TRADE_QL01,Data on environmental aspects of trade are regularly collected. ,NO,NO,NOT_AVAILABLE,NOT_AVAILABLE,NO,NO,NO,YES
TRADE_I02,TRADE_QL02,The government has adopted relevant legislation or guidelines governing public-private consultations. ,YES,YES,YES,YES,YES,YES,YES,YES
TRADE_I02,TRADE_QL02,There is a prior public notice and comments procedure in place for trade policy measures.  ,YES,YES,YES,YES,YES,YES,YES,YES
TRADE_I02,TRADE_QL02,Formal public-private consultations occur on a regular basis.  ,YES,YES,YES,YES,YES,YES,YES,YES
TRADE_I02,TRADE_QL02,The government publishes trade measures on a publicly accessible digital platform. ,YES,YES,YES,YES,YES,YES,YES,YES
TRADE_I02,TRADE_QL02,"The Ministry in charge of trade publishes timelines, goals and the scope of consultations in advance through digital means.   ",YES,YES,YES,YES,YES,YES,NO,YES
TRADE_I02,TRADE_QL02,"Analysis, impact assessment results and reasoning behind regulatory decisions and other relevant material, is publicly available. ",YES,YES,NO,YES,YES,YES,YES,YES
TRADE_I02,TRADE_QL02,A permanent advisory body has been established including a wide array of stakeholders. ,YES,NO,NO,NO,YES,YES,NO,YES
TRADE_I02,TRADE_QL02,Public-private consultation mechanism is regularly evaluated to ensure transparency and objectivity. ,YES,NO,NO,YES,YES,NO,YES,YES
TRADE_I02,TRADE_QL02,Consultations regarding trade measures are open and mandatory to all affected groups and aim to measure the policies’ impact and cost-effectiveness.,YES,NO,YES,YES,YES,YES,NO,YES
TRADE_I02,TRADE_QL02,All comments on draft legislation receive timely feedback. ,YES,YES,YES,YES,NO,YES,YES,YES
TRADE_I02,TRADE_QL02,Environmental stakeholders are included in public-private consultations.,YES,YES,NO,NO,YES,NO,NO,NO
TRADE_I03,TRADE_QL03,There is dedicated digital trade law in place. ,YES,YES,YES,NO,YES,YES,YES,YES
TRADE_I03,TRADE_QL03,"The law establishes clear and harmonized rules on a wide variety of digital trade measures (including transparency and information requirements for online service providers, commercial communications, electronic contracts and limitations of liability of intermediary service providers)",YES,YES,NO,NO,YES,YES,YES,YES
TRADE_I03,TRADE_QL03,"The law has been subject to stakeholder consultations, including the private sector. ",YES,YES,NO,NO,YES,YES,YES,YES
TRADE_I03,TRADE_QL03,"The government collects data on digital trade, although to a limited extent. ",YES,NO,NO,NO,YES,YES,NO,YES
TRADE_I03,TRADE_QL03,National and sub-national institutions have a formal co-ordination mechanism in place to implement digital trade policy and programmes. ,NO,YES,NO,NO,YES,NO,YES,YES
TRADE_I03,TRADE_QL03,The public has the means to influence policy design and implementation. ,YES,YES,NO,YES,YES,YES,YES,YES
TRADE_I03,TRADE_QL03,The digital trade law is aligned with national policy documents governing digital aspects of the economy. ,YES,NO,NO,NO,YES,YES,YES,YES
TRADE_I03,TRADE_QL03,Programmes and policies relating to digital trade are fully funded from the government’s budget.   ,NO,NO,NO,NO,NO,NO,NO,NO
TRADE_I03,TRADE_QL03,Programmes and initiatives related to digital trade are evaluated from the angle of output effectiveness and efficiency. ,YES,NO,NO,NO,YES,YES,YES,YES
TRADE_I03,TRADE_QL03,Digital trade programmes are subject to regular monitoring and evaluation by independent agencies.   ,NO,NO,NO,NO,NO,NO,NO,NO
TRADE_I03,TRADE_QL03,Results of the monitoring and evaluation activities are taken into account in future policy design. ,YES,NO,NO,NO,YES,YES,YES,YES
TRADE_I03,TRADE_QL03,Sustainability objectives are integrated into digital trade policy.  ,YES,NO,NO,NO,NO,NO,NO,NO
TRADE_I04,TRADE_QL04,There are some digital trade facilitation measures in place. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I04,TRADE_QL04,The government does not impose restrictions on goods and services supporting access to digital networks. ,NO,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,NO,YES,YES
TRADE_I04,TRADE_QL04,There is an institutional co-ordination mechanism in place for national and sub-national agencies. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I04,TRADE_QL04,Issuing digital certificates to traders to conduct electronic transactions is centralised within the purview of one designated institution. ,NO,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,NO,YES,YES
TRADE_I04,TRADE_QL04,The government implemented several transit facilitation programmes. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I04,TRADE_QL04,There is an electronic queuing system in place to reduce time and cost of customs clearance. ,NO,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,NO,YES,YES
TRADE_I04,TRADE_QL04,Digital trade facilitation measures are assessed from the angle of effectiveness and impact. ,YES,NO,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,NO
TRADE_I04,TRADE_QL04,Traders have access to up to date information on latest digital trade facilitation measures through a dedicated digital platform. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,NO
TRADE_I04,TRADE_QL04,Digital trade facilitation measures are regularly monitored and evaluated. ,YES,NO,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,NO
TRADE_I04,TRADE_QL04,Programmes implementing digital trade facilitation measures are evaluated by independent assessors. ,YES,NO,NOT_AVAILABLE,NOT_AVAILABLE,NO,YES,NO,NO
TRADE_I04,TRADE_QL04,Results from the evaluation translate into future policy and programme design. ,YES,NO,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,NO,NO
TRADE_I04,TRADE_QL04,The government implemented programmes and policies to reduce the environmental impact of digital trade. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,NO,YES,NO,NO
TRADE_I05,TRADE_QL05,The relevant Ministry or government body is responsible for export promotion in the economy. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I05,TRADE_QL05,"There is an established Export Promotion Agency.
",YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,NO,YES,YES
TRADE_I05,TRADE_QL05,There is an informal co-ordination mechanism with relevant trade-support institutions. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I05,TRADE_QL05,The export promotion agency is fully operational. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I05,TRADE_QL05,The export promotion agency keeps a record of achieved targets and milestones.  ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,NO
TRADE_I05,TRADE_QL05,SMEs which are established exporters benefit from targeted technical assistance.  ,NO,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I05,TRADE_QL05,There is a formal co-ordination mechanism with relevant trade-support institutions.,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,NO,YES,YES
TRADE_I05,TRADE_QL05,"The export promotion agency is actively targeting larger firms, which have not started exporting yet. ",NO,YES,NOT_AVAILABLE,NOT_AVAILABLE,NO,NO,NO,YES
TRADE_I05,TRADE_QL05,The export promotion agency has operational autonomy. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,NO,YES,YES
TRADE_I05,TRADE_QL05,The entire territory of the economy is covered under the export promotion agency’s work programme. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I05,TRADE_QL05,The export promotion agency is regularly monitored. ,YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
TRADE_I05,TRADE_QL05,Support for environmental initiatives is actively offered by the export promotion agency.,NO,YES,NOT_AVAILABLE,NOT_AVAILABLE,NO,YES,NO,NO
TRADE_I05,TRADE_QL05,Priority is given to companies offering sustainable and environmentally-friendly goods and services. ,NO,NO,NOT_AVAILABLE,NOT_AVAILABLE,NO,NO,NO,NO
TRADE_I06,TRADE_QL06,Small scale export promotion programmes have been implemented.,YES,YES,YES,YES,YES,YES,YES,YES
TRADE_I06,TRADE_QL06,Potential beneficiaries are aware and informed about available export promotion programmes. ,YES,YES,YES,YES,YES,YES,YES,YES
TRADE_I06,TRADE_QL06,The government funds the majority of export promotion programmes. ,NO,NO,YES,NO,YES,NO,YES,YES
TRADE_I06,TRADE_QL06,Export promotion programmes are varied in scope.  ,NO,YES,YES,NO,YES,NO,YES,YES
TRADE_I06,TRADE_QL06,Companies are offered financial support to export their goods and services. ,NO,YES,NO,YES,YES,YES,NO,YES
TRADE_I06,TRADE_QL06,There is a co-ordination mechanism between different programmes. ,NO,NO,YES,NO,NO,NO,YES,NO
TRADE_I06,TRADE_QL06,The beneficiaries only partially pay for the services of the export promotion agency and programme participation. ,NO,YES,YES,NO,NO,NO,NO,YES
TRADE_I06,TRADE_QL06,Companies from the entire economy are eligible to benefit from export promotion programmes. ,YES,YES,NO,NO,YES,YES,YES,YES
TRADE_I06,TRADE_QL06,The government supports exporters in conforming to international standards in Export markets. ,YES,YES,NO,YES,NO,YES,YES,YES
TRADE_I06,TRADE_QL06,Export promotion programmes are subject to an independent review. ,NO,YES,YES,YES,NO,NO,NO,NO
TRADE_I06,TRADE_QL06,Financial support within the context of export promotion programmes is monitored through a dedicated mechanism. ,YES,YES,YES,YES,YES,YES,YES,YES
TRADE_I06,TRADE_QL06,The companies pay a fee for the export promotion agency’s services. ,NO,YES,YES,YES,NO,NO,NO,NO
TRADE_I06,TRADE_QL06,Export promotion programmes in place promote environmental objectives and exporting environmentally friendly goods and services.,NO,NO,NO,YES,NO,YES,NO,NO
FINANCE_I01,FINANCE_QL01,A legal framework for banking regulation is in place. ,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
FINANCE_I01,FINANCE_QL01,A banking supervision authority is in place. ,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
FINANCE_I01,FINANCE_QL01,The legal framework allows intangible assets to be used as collaterals for all types of loans. ,YES,NOT_AVAILABLE,NO,NO,NO,NO,NO,YES
FINANCE_I01,FINANCE_QL01,The legal framework allows for adaptable provisioning requirements for SME lending,YES,NOT_AVAILABLE,NO,NO,YES,YES,YES,YES
FINANCE_I01,FINANCE_QL01,Foreign banks are allowed to enter and operate without any restrictions.,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
FINANCE_I01,FINANCE_QL01,"Basel III standards are fully implemented.  
*Not yet adopted but under development",YES*,NOT_AVAILABLE,YES*,YES*,YES*,YES,YES*,YES
FINANCE_I01,FINANCE_QL01,"The regulation differentiates between different types of credit institutions.
*Partially",YES,NOT_AVAILABLE,YES,YES,YES,YES,YES*,NO
FINANCE_I01,FINANCE_QL01,"A set of well-defined rules determines an asset's ownership and how conflicts or related competing interests are resolved. 
*Partially",YES,NOT_AVAILABLE,NO,YES,YES,YES,YES,YES
FINANCE_I01,FINANCE_QL01,"The legal framework’s quality and accuracy in the banking industry undergo periodic evaluations, with corrective actions as needed.",YES,NOT_AVAILABLE,YES,YES,NO,YES,NO,NO
FINANCE_I02,FINANCE_QL02,"A cadastre is in place, with compulsory and systematic property registration.",YES,YES,NOT_AVAILABLE,NOT_AVAILABLE,YES,YES,YES,YES
FINANCE_I02,FINANCE_QL02,The cadastre is publicly available online.,NO,YES,NOT_AVAILABLE,NOT_AVAILABLE,NO,YES,YES,YES
FINANCE_I02,FINANCE_QL02,"The ownership of pledges on both registered fixed and non-fixed assets is fully documented and publicly available online.
",NO,NO,NOT_AVAILABLE,NOT_AVAILABLE,NO,NO,NO,YES
